"text","text_en","cmp_code","eu_code"
"We condemn and will combat any acts of violence, harassment, and intimidation of reproductive health providers, patients, and staff.",NA,"605.1",NA
"We will defend the ACA, which extends affordable preventive health care to women, including no-cost contraception,",NA,"504",NA
"and prohibits discrimination in health care based on gender.",NA,"503",NA
"We will address the discrimination and barriers that inhibit meaningful access to reproductive health care services, including those based on gender, sexuality, race, income, disability, and other factors.",NA,"503",NA
"We recognize that quality, affordable comprehensive health care, evidence-based sex education and a full range of family planning services help reduce the number of unintended pregnancies and thereby also reduce the need for abortions.",NA,"604",NA
"And we strongly and unequivocally support a woman’s decision to have a child, including by ensuring a safe and healthy pregnancy and childbirth,",NA,"504",NA
"and by providing services during pregnancy and after the birth of a child, including adoption and social support services, as well as protections for women against pregnancy discrimination.",NA,"503",NA
"We are committed to creating a society where children are safe and can thrive physically, emotionally, educationally, and spiritually.",NA,"706",NA
"We recognize and support the importance of civil structures that are essential to creating this for every child.",NA,"603",NA
"Ensuring Long-Term Care, Services, and Supports",NA,"H",NA
"Our country faces a long-term care crisis that prevents too many seniors and people with disabilities from being able to live with dignity at home or in their communities.",NA,"503",NA
"The vast majority of people who are aging or living with a disability want to do so at home, but face challenges finding and affording the support they need to do so.",NA,"503",NA
"Programs that emphasize independence rather than institutionalization must be better structured to support them.",NA,"201.1",NA
"Democrats will take steps to strengthen and expand the home care workforce,",NA,"504",NA
"give seniors and people with disabilities access to quality, affordable long-term care, services, and supports,",NA,"504",NA
"and ensure that all of these resources are readily available at home or in the community.",NA,"504",NA
"Protecting and Promoting Public Health",NA,"H",NA
"Investment in our nation’s crumbling public health infrastructure is critical to ensuring preparedness for emerging threats;",NA,"411",NA
"for preventing disease, illness, and injury in communities;",NA,"504",NA
"and for promoting good health and wellbeing.",NA,"504",NA
"Inadequate access to public health services has a disparate impact on poor, rural, and minority communities where public health services are a significant source of health care.",NA,"503",NA
"Democrats will fight for increased investments in public health to better address emerging threats and the needs across our country.",NA,"504",NA
"To further that end, the Democratic Party will continue to oppose Republican attempts to cut public health services and funding.",NA,"504",NA
"We will ensure adequate funding of public health education at the undergraduate, graduate, and medical school levels as well as adequate funding of residency training programs in public health, preventive medicine, and its subspecialties.",NA,"506",NA
"We must take a number of proactive steps so that all Americans—regardless of location, income or history—have the opportunity to live full, healthy lives.",NA,"503",NA
